,left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,left_eye_inner_corner_x,left_eye_inner_corner_y,left_eye_outer_corner_x,left_eye_outer_corner_y,right_eye_inner_corner_x,right_eye_inner_corner_y,right_eye_outer_corner_x,right_eye_outer_corner_y,left_eyebrow_inner_end_x,left_eyebrow_inner_end_y,left_eyebrow_outer_end_x,left_eyebrow_outer_end_y,right_eyebrow_inner_end_x,right_eyebrow_inner_end_y,right_eyebrow_outer_end_x,right_eyebrow_outer_end_y,nose_tip_x,nose_tip_y,mouth_left_corner_x,mouth_left_corner_y,mouth_right_corner_x,mouth_right_corner_y,mouth_center_top_lip_x,mouth_center_top_lip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
12,66.5747368421,37.308,30.4452631579,37.308,59.0362105263,38.276842105300005,73.9130526316,38.4366315789,38.0538947368,38.3513684211,23.671578947399997,38.7189473684,57.8242105263,27.1465263158,79.2757894737,30.533684210500002,38.9134736842,27.711157894699998,18.8728421053,29.969052631599997,50.1082105263,54.5450526316,64.03389473680001,74.2837894737,35.244,74.8477894737,49.0743157895,68.3557894737,49.638947368400004,83.88
13,65.2705882353,34.9402352941,33.022745098,32.9769411765,60.5032156863,34.9402352941,70.0373333333,36.3419607843,36.9487058824,34.0988235294,27.6950588235,34.379294117600004,58.260078431400004,29.8923921569,75.3650196078,29.3314509804,40.3457254902,29.168313725500003,22.6478431373,27.649254902,47.8845490196,52.886588235299996,57.1381960784,68.58917647060001,34.9854117647,67.1874509804,46.482823529399994,63.5419607843,46.2023529412,74.19796078430001
14,66.60715789470001,38.9381052632,28.596210526300002,36.3031578947,61.7145263158,38.9381052632,73.0046315789,40.4429473684,34.6181052632,37.4324210526,22.574315789499998,37.4324210526,56.821894736800004,30.6585263158,78.6501052632,31.7869473684,37.252210526300004,29.5292631579,16.5532631579,28.023578947399997,47.03663157890001,54.368,61.3381052632,76.1953684211,31.230315789499997,74.31410526319999,45.5317894737,70.5507368421,44.778947368400004,84.4749473684
15,68.4912941176,35.9002352941,27.831215686300002,37.0221176471,62.322196078400005,36.1807058824,74.3799215686,37.3025882353,34.8417254902,37.0221176471,21.381647058800002,38.4244705882,57.8352941176,26.086086274499998,81.38980392159999,26.9273098039,38.2061176471,26.9273098039,13.530352941199999,30.5725490196,50.2644705882,56.6512941176,64.0043921569,79.3643921569,36.5239215686,77.9626666667,49.703529411800005,71.232627451,49.42305882350001,85.81396078430001
16,66.6769411765,33.9412235294,30.7136470588,36.1495058824,60.3670588235,35.2031294118,71.72399999999999,33.310305882399994,36.7072941176,36.4649647059,24.0889411765,36.1495058824,59.4211764706,29.8401882353,77.0872941176,27.631976470599998,38.916,31.4175529412,17.9774117647,30.7551529412,49.3263529412,60.4404705882,64.4682352941,72.4277647059,35.7614117647,73.0588235294,50.2722352941,71.79670588239999,50.5877647059,82.52258823529999
17,66.8504275862,35.6369875862,32.5281103448,36.5246234483,61.2288,36.5246234483,71.5848827586,35.3411089655,38.149737931,37.412325517199996,26.018648275900002,37.116446896599996,59.0419862069,31.9251641379,76.0227310345,28.8316468966,40.5166344828,32.086377931,21.876082758600003,32.6781351724,49.688937931000005,58.124358620699994,65.3707034483,71.4392275862,35.782841379299995,71.7345103448,50.2808275862,70.25544827590001,49.688937931000005,80.6115310345
18,67.83950769229999,38.5979076923,28.0167384615,36.3977353846,60.1393230769,39.6979692308,76.8605538462,40.3580061538,38.3576615385,38.3778953846,20.5361230769,37.0577723077,57.719138461499995,27.3770830769,85.88110769229999,34.1975630769,41.437538461500004,24.5168738462,13.275569230799999,26.497033846199997,48.0384,54.8790153846,66.5196307692,78.8608,27.796676923099998,77.5409230769,47.1581538462,70.5004307692,46.2779076923,88.9816615385
19,69.2334545455,40.0215272727,25.550836363600002,38.0718545455,60.2626909091,40.0215272727,76.2545454545,40.4116363636,33.3512727273,38.4619636364,17.7495272727,38.8520727273,59.4833454545,28.3208727273,83.3376,33.2875636364,35.300945454499995,25.981090909099997,11.899636363599999,28.3208727273,45.8321454545,60.302836363599994,62.2132363636,81.3643636364,29.451054545500003,81.3643636364,46.612363636400005,76.6848,45.8321454545,93.456
20,65.5956,36.6264,31.5408,39.3078,59.1474,37.9068,72.8352,36.8946,37.9764,39.8442,24.204,39.9852,57.5508,27.50934,77.9298,29.922659999999997,38.5128,30.1908,18.6702,34.4811,51.1158,55.3962,66.1314,70.6806,36.9036,73.362,50.8476,67.9992,51.3834,82.7472
21,64.7624661654,34.9333894737,31.859729323299998,37.191482706799995,59.9242105263,35.901112782,70.5693834586,35.2559639098,37.988571428600004,37.5140571429,27.3433984962,38.4817804511,55.08523308270001,30.417275188,74.8511278195,27.5928541353,37.665924812,32.0301473684,19.4201503759,34.3336421053,49.9243308271,54.288216541400004,63.4726015038,72.9975338346,40.246375939800004,74.2881203008,50.246977443599995,69.4491428571,52.1821353383,83.3200601504
22,66.0827368421,37.1537052632,27.978315789499998,37.435957894699996,59.8730526316,38.2827789474,72.5747368421,38.8472842105,34.4703157895,38.2827789474,21.7686315789,38.5650315789,56.7682105263,28.4037473684,78.5021052632,28.686,35.0343157895,28.1214947368,14.712,30.6617684211,47.736000000000004,52.960421052600005,62.9778947368,77.7985263158,35.8812631579,78.36315789470001,48.0183157895,70.1778947368,48.8652631579,84.5728421053
23,64.71858227850001,35.861225316500004,31.5906835443,39.1193924051,59.2878987342,37.761964557,71.2356455696,36.1327594937,37.564556962,39.1193924051,24.8020253165,40.2057721519,56.8435443038,27.715078481,76.39473417720001,28.8012151899,37.836151898699995,29.6158177215,17.7423797468,35.318156961999996,51.141265822799994,54.3256708861,66.0759493671,68.9887594937,36.4781772152,71.7041012658,51.4128607595,66.5450126582,51.6844556962,76.0490126582
24,66.3343157895,33.7212631579,29.077052631599997,34.0976842105,59.936842105299995,34.8496842105,71.6033684211,34.4741052632,35.8509473684,34.8496842105,23.808000000000003,35.6025263158,59.5604210526,22.0544,79.1301052632,25.065178947399996,41.12,24.6888421053,14.0227368421,28.828631578899998,49.750736842100004,52.8850526316,61.4425263158,73.6134736842,39.2378947368,72.8606315789,50.1515789474,67.5915789474,49.776,83.0223157895
25,64.5530434783,36.524173913,32.219826087,38.078608695700005,58.4006956522,37.538713043499996,69.5269565217,36.524173913,36.8834782609,38.7004521739,26.3130434783,39.011339130399996,56.535652173900004,27.833321739099997,76.0556521739,27.5083130435,39.6813913043,30.3062956522,19.7843478261,31.239026087,49.008,57.6648347826,61.7544347826,74.4528695652,35.3286956522,75.6966956522,48.697043478299996,72.2768695652,49.0733913043,80.9342608696
26,65.3184,35.2704,30.309580800000003,38.702591999999996,60.17049599999999,36.29952,71.153664,33.55392,35.4579456,38.702591999999996,24.1314816,39.045888,55.708416,31.151615999999997,74.24256,23.943935999999997,37.1740416,31.838208,15.872793599999998,32.312064,50.216448,63.757824,66.69158399999999,73.368576,37.1740416,77.829888,50.559744,70.96550400000001,51.932928000000004,81.948672
27,65.4594098361,38.9085639344,32.0514098361,39.2602229508,59.8323934426,39.6118819672,71.0856393443,39.6118819672,37.3259016393,39.6118819672,25.017442623,39.6118819672,55.9640655738,31.1719868852,76.4647868852,31.729495082,39.4363278689,30.820249180300003,18.336,33.2819409836,47.1729836066,59.3051803279,60.8876065574,79.70203278689999,32.0514098361,79.350295082,46.8212459016,71.6136393443,47.1729836066,93.06491803280001
28,65.3769142857,38.1289142857,29.2155428571,39.5588571429,58.43062857140001,39.3545142857,72.1188571429,38.7414857143,35.9574857143,39.9675428571,22.064914285700002,40.3762285714,54.752914285699994,27.70944,80.2907428571,28.7309257143,38.2048,28.118034285700002,13.075657142899999,31.1825371429,46.1723428571,55.903085714300005,63.537828571400006,78.7844571429,33.3014857143,80.0105142857,47.1940571429,70.8169142857,48.215314285699996,90.0210285714
29,72.3531851852,34.4170666667,28.6554074074,32.8280296296,63.8785185185,34.946725925900004,78.9736296296,36.006044444400004,35.5407407407,33.3576888889,20.9754074074,33.8873481481,57.7872592593,27.0016592593,87.184,28.590696296300003,39.248592592600005,26.471999999999998,14.619259259300001,25.4126814815,44.016000000000005,53.2202666667,66.52681481479999,78.6441481481,30.509037037,77.3202962963,45.8696296296,74.9368888889,46.3994074074,88.7081481481
30,64.1555928144,35.2538443114,30.7579401198,35.2538443114,57.2384191617,36.148311377199995,71.91952095810001,35.9551616766,37.5204790419,36.174179640700004,23.821796407199997,37.0525508982,56.7055329341,25.748694610799998,75.4594491018,28.8316167665,37.180742515,26.005652694600002,17.398994012,30.115832335300002,47.970682634700005,51.1823712575,61.8435449102,70.9635449102,34.3547784431,71.7344191617,47.970682634700005,62.7426107784,48.7415568862,82.52435928140001
31,64.9562926829,35.2355121951,29.1166829268,35.2355121951,59.2009756098,36.543804878,72.01990243899999,36.8054634146,35.6569756098,36.8054634146,22.053073170700003,36.543804878,58.1549268293,26.864312195100002,78.2985365854,30.2651707317,38.5346341463,27.3875121951,16.2977560976,30.2651707317,47.6903414634,50.1471219512,61.032585365900005,72.38341463409999,32.517658536599996,72.9067317073,48.2136585366,65.32039024390001,47.1676097561,81.0163902439
32,69.4417534247,37.8516164384,28.6934794521,35.6966575342,62.5849863014,38.2435068493,76.2985205479,39.811068493200004,35.3543013699,37.2642191781,21.053369863,36.4804383562,57.381698630100004,30.6415342466,83.938630137,32.1705205479,39.9802739726,29.5859726027,13.8047123288,29.2322191781,48.1538630137,57.338301369899995,64.1525479452,80.55890410960001,30.2610410959,78.7958356164,45.9331506849,77.2287123288,46.1290958904,88.19945205479999
33,67.5088695652,35.7276521739,30.6683478261,33.6292173913,61.213565217399996,36.8932173913,74.9702608696,37.359652173899995,36.7304347826,35.9608695652,23.9060869565,34.3283478261,60.513913043500004,28.2662608696,80.3332173913,30.8311304348,40.927826087,28.2662608696,18.3803478261,28.274608695700003,48.6224347826,53.448521739099995,60.0474782609,73.7342608696,32.0671304348,72.33495652170001,47.9227826087,67.4384347826,46.0575652174,81.89530434779999
34,65.3780719424,35.6320230216,30.1909640288,34.3974215827,59.513093525200006,36.5579741007,71.8597985612,35.9406733813,35.1297841727,35.9406733813,24.326676259,34.7060719424,58.8963453237,29.1502273381,77.106647482,26.372305036,38.8337266187,29.458877697800002,17.8449496403,27.298325179899997,45.9322014388,64.0285467626,60.1305323741,76.992,32.0432805755,76.6832805755,45.0067338129,73.5967769784,45.3154532374,84.3998848921
35,66.05951999999999,36.84864,26.58912,37.70688,60.0528,37.70688,72.49535999999999,37.70688,32.16576,37.70688,19.72416,38.56512,55.33344,29.126496000000003,78.93024,28.697471999999998,34.74048,30.413664,14.146560000000001,29.55552,45.46656,53.58144,63.914880000000004,77.60736,30.87936,78.03648000000001,45.89472,72.02976,47.18208,86.18784000000001
36,64.7124897959,34.2680816327,30.8571428571,32.2253061224,58.8754285714,34.8519183673,69.9657142857,34.8519183673,36.1103673469,33.3923265306,25.603265306100003,33.1010612245,57.12391836729999,27.8471836735,76.6785306122,29.3067755102,40.4884897959,28.1391020408,20.058122449000003,25.8044081633,46.9093877551,54.4065306122,58.5835102041,67.8321632653,33.7756734694,66.6644897959,46.9093877551,63.7459591837,45.7417142857,77.7547755102
37,66.2149565217,35.637773913000004,30.462608695700002,37.503095652199995,59.9972173913,36.5704347826,72.1224347826,35.637773913000004,37.3022608696,37.503095652199995,23.9339130435,37.503095652199995,58.132173913,30.352626086999997,75.5422608696,28.4872347826,38.5460869565,30.6635130435,19.2702608696,33.1506086957,48.805565217399995,58.643478260900004,64.34991304350001,73.5666086957,34.8153043478,74.1885217391,49.7377391304,71.7015652174,50.3596521739,82.8932173913
38,67.03968,32.372015999999995,27.13968,32.372015999999995,60.389759999999995,33.230064,73.6896,34.088112,33.36096,33.230064,20.06064,33.444576,58.244640000000004,26.365536,80.55408,25.721999999999998,35.50608,25.507488000000002,13.625279999999998,24.220416,47.30448,52.9656,61.677119999999995,74.41728,30.786720000000003,74.41728,47.08992,71.84304,46.87536,83.64144
39,64.3324931507,34.6072767123,32.8898630137,37.2519452055,59.6304657534,35.4888328767,69.0338630137,34.3133589041,37.5912328767,37.5457972603,26.7189041096,37.5457972603,57.2797808219,29.3178082192,74.6176438356,26.085369863,40.5297534247,31.0809863014,19.0783561644,32.5502465753,51.1088219178,60.4668493151,62.2757260274,71.92701369859999,36.1223013699,73.6905205479,50.5209863014,69.8702465753,50.8149041096,77.5101369863
40,69.3751578947,37.9984,28.730105263200002,36.8693894737,61.8484210526,37.6220631579,76.1490526316,39.5037473684,35.8804210526,37.6220631579,21.9553684211,38.3747368421,56.1557894737,28.284631578899997,82.17094736840001,31.9769263158,36.2568421053,25.9554526316,15.934315789500001,29.718821052600003,46.794105263199995,54.5574736842,66.3637894737,75.2564210526,32.1170526316,74.5035789474,48.299789473699995,70.3637894737,47.1705263158,88.4286315789
41,65.79569230770001,38.3009230769,30.8683076923,40.2258461538,58.645538461499996,40.2258461538,72.6713846154,40.2258461538,36.9187692308,41.8756923077,23.443076923099998,41.6012307692,55.8953846154,30.6,76.5218461538,31.1501538462,36.6436923077,30.3249230769,17.667076923099998,34.4504615385,48.1944615385,52.0516923077,66.3458461538,78.7286153846,32.7932307692,78.4535384615,47.644307692299996,71.02830769229999,47.9193846154,81.4787692308
42,67.00075471699999,39.1553207547,28.954867924499997,36.3220528302,61.3340377358,38.750490565999996,73.4771320755,40.3695396226,35.025509434,36.726792452800005,22.883320754699998,36.726792452800005,57.6914716981,32.2745660377,80.3574339623,33.084045283,39.8825660377,30.6556075472,17.217509434,28.631909434,47.573433962299994,54.9400754717,61.3340377358,76.39154716979999,30.1693584906,73.55864150939999,46.3589433962,69.9160754717,45.549283018900006,83.6775849057
43,66.2255575221,38.0610265487,29.017486725700003,37.3015221239,61.2904778761,38.8205309735,72.6804955752,38.8205309735,35.472424778800004,38.0610265487,23.3229026549,38.0610265487,54.455787610600005,29.328424778800002,81.7928495575,32.7453451327,38.8893451327,28.568920354,14.970053097300001,30.8474336283,47.9940530973,49.460389380500004,63.1883893805,76.7881061947,34.3331681416,77.1678584071,47.6219469027,67.6757522124,47.6219469027,83.6219469027
44,65.36709933770001,38.5818278146,30.7034701987,38.2976423841,58.547920529799995,41.1388609272,72.754013245,40.2863046358,36.3859072848,40.5704900662,23.3159205298,38.2976423841,53.048582781499995,31.3633907285,80.70993377479999,34.8880529801,40.0269139073,31.008635761599997,14.7922649007,31.7626490066,44.909562913900004,59.60709933770001,61.957509933800004,81.76911258279999,29.2831788079,80.3481854305,45.19374834439999,77.222781457,45.19374834439999,87.1673642384
45,67.5193043478,35.2512,29.28,36.6501913043,60.9902608696,36.6501913043,73.58191304350001,35.7175304348,34.8751304348,37.1165217391,22.7509565217,36.6501913043,54.9276521739,29.6551304348,80.1099130435,27.323373913,36.7408695652,29.6551304348,15.2890434783,30.587791304299998,49.7979130435,52.9720695652,65.6535652174,73.4911304348,34.408695652199995,74.8904347826,50.2643478261,70.6925217391,51.1972173913,79.5537391304
46,65.6286967742,38.0766967742,31.3059096774,39.183483871,59.2623483871,40.2908903226,73.378683871,40.2908903226,38.2259612903,41.3982967742,24.1090064516,40.5677419355,55.9407483871,31.4334967742,75.8697290323,31.4334967742,38.2259612903,31.4334967742,18.850064516099998,33.6476903226,47.0833548387,54.960929032299994,64.2444387097,78.7652129032,32.9670193548,79.0420645161,47.637058064499996,72.39886451609999,47.3602064516,82.3636645161
47,66.8249491525,40.9122711864,31.557152542399997,38.0029830508,60.6435254237,41.638779661,72.6418983051,42.7297627119,37.3741016949,39.4576271186,24.2852338983,38.7303050847,56.281220338999994,30.731389830500003,80.6408135593,39.4576271186,44.2828474576,30.367728813600003,16.2864,32.186033898299996,48.174101694899996,59.829152542399996,58.098711864399995,84.1789830508,33.0109830508,82.3606779661,47.5549830508,75.0890847458,45.7366779661,92.9044067797
48,65.1795692308,37.0995692308,30.526523076900002,37.0995692308,60.228923076899996,37.4296615385,71.4498461538,37.4296615385,35.8072615385,37.7590153846,25.9067076923,37.7590153846,56.2685538462,30.1691076923,76.4004923077,27.5283692308,40.0977230769,30.8285538462,18.976246153800002,30.1691076923,46.6980923077,60.20086153850001,61.8793846154,78.3522461538,33.4973538462,79.0124307692,46.6980923077,73.4016,47.0281846154,89.24307692309999
49,65.72171779140001,39.061398773,33.0840736196,39.061398773,60.457619631899995,39.3246625767,70.7231411043,39.5873374233,38.6114355828,39.5873374233,27.556711656399997,39.3246625767,55.72004907979999,29.585668711700002,79.4090797546,30.638488343600002,42.0332760736,29.585668711700002,17.2914257669,29.585668711700002,49.6661595092,58.538797546000005,64.93251533739999,72.7520981595,33.8738650307,73.0153619632,49.6661595092,68.01393865029999,49.4028957055,85.9123435583
50,64.3081411765,36.5630117647,31.247435294099997,37.067858823499996,60.2699294118,36.5630117647,72.63642352939999,38.0775529412,36.5472,37.067858823499996,25.9476705882,37.8251294118,55.7274352941,26.720752941199997,78.1886117647,28.739689411799997,40.08,27.225487058800002,19.6382117647,28.487322352899998,46.8943058824,60.0338823529,62.036329411800004,66.8476235294,35.789929411799996,66.0909176471,48.660705882399995,64.3239529412,49.1655529412,75.42832941180001
51,65.81543661970001,35.0796169014,31.0701971831,36.2881352113,60.0750422535,35.3817464789,71.5565070423,35.0796169014,37.1127887324,37.1945239437,24.423211267600003,36.5902647887,57.355943662,29.6411492958,74.57780281689999,28.1305014085,40.134084507,28.734760563400002,19.8909295775,32.3603830986,47.989859154899996,55.9267605634,64.6073239437,70.7317183099,34.695887323899996,71.6376338028,49.500169014099995,70.1273239437,49.8023661972,79.79560563380001
52,63.483914893599994,37.4281531915,32.4473191489,38.3409702128,57.674893616999995,38.4917106383,68.586893617,36.9895489362,37.3154042553,38.6452425532,26.666212765999997,39.253787234,57.8730212766,29.9597617021,74.133106383,30.734025531900002,41.2711489362,32.255387234000004,21.1887659574,33.4725446809,50.0956595745,59.3361021277,60.4405106383,71.81140425529999,34.8813617021,72.7244255319,49.5203404255,69.31880851060001,49.2963404255,78.76017021279999
53,67.42426890760001,39.6287193277,28.4869915966,37.4655731092,61.655394958,39.268194958,73.1923361345,40.710292437,34.615663865500004,37.826097479,22.7181176471,38.5471462185,56.2471260504,30.2549243697,80.7634285714,30.9759731092,39.5697478992,29.2174789916,18.0310588235,26.6496,46.680201680699994,50.567717647100004,60.212974789899995,76.403092437,34.2550588235,76.042487395,46.3970420168,69.0490084034,46.152605042,82.8923697479
54,64.9971891892,36.6763243243,29.4374054054,37.4486486486,59.1991351351,37.835243243200004,72.3407567568,37.4486486486,34.8488648649,37.835243243200004,23.253621621599997,38.6084324324,54.1742702703,29.3322378378,76.2058378378,28.1727135135,36.0086486486,30.105254054099998,17.4555675676,31.264778378400003,47.21729729729999,51.3634594595,62.29189189189999,74.55481081079999,36.0086486486,74.9414054054,48.377081081099995,67.9835675676,48.377081081099995,83.83048648649999
55,66.3457959184,35.7196408163,29.5719183673,36.157420408200004,60.654367346899996,37.033077551,72.4751020408,36.157420408200004,36.138122449,37.908636734699996,24.3183673469,37.908636734699996,56.7144489796,31.7796244898,78.1880816327,28.7384816327,37.8896326531,31.7796244898,16.8764081633,31.3417469388,52.336653061199996,55.857893877600006,63.7195102041,72.4937142857,36.576,73.3694693878,51.0230204082,69.8674285714,50.5851428571,81.6871836735
56,66.4033432836,37.5383641791,31.8247164179,37.8585313433,60.320238806000006,38.1786985075,70.5657313433,38.1786985075,36.3073432836,38.4988656716,26.702328358200003,38.1786985075,57.7590447761,30.1743761194,78.5702686567,33.0559522388,40.4697313433,32.0954507463,19.6470447761,30.108394029899998,48.794507462700004,60.9109970149,62.241671641800004,73.3977313433,31.5044776119,73.7179701493,47.833791044799995,68.5948656716,46.87307462689999,82.6825074627
57,68.37643636359999,38.341440000000006,30.1536,37.561396363600004,60.5681454545,38.2278981818,73.8362181818,39.1214836364,36.783709090900004,38.341440000000006,23.5226181818,37.9514181818,58.0756363636,27.4320872727,78.5166545455,30.9309381818,36.7330909091,26.7642763636,16.8925090909,31.7109818182,48.6746181818,52.40736,63.696000000000005,75.00392727270001,34.0538181818,75.78414545449999,48.874472727299995,69.93338181819999,48.095127272700005,84.7549090909
58,67.6909879518,37.8586987952,31.035180722899998,38.1183614458,61.972048192799996,38.1183614458,73.4105060241,38.8985060241,35.975132530100005,38.3786024096,25.055999999999997,38.8985060241,55.9922891566,26.4196626506,80.9493975904,28.7595180723,40.9145060241,27.1998072289,17.2568674699,30.5794698795,46.3737831325,51.1171084337,61.972048192799996,73.7343614458,33.115373494,72.9542168675,45.5936385542,66.4551325301,46.3737831325,82.313060241
59,66.3188292683,38.5266731707,32.4846829268,38.1778731707,60.3886829268,38.875473170700005,73.9925853659,38.5266731707,38.0651707317,38.875473170700005,25.5086829268,38.875473170700005,57.856780487799995,30.6013658537,76.7828292683,29.806517073200002,41.2042926829,31.550595121999997,19.9274926829,30.8529170732,48.181073170699996,58.757463414600004,61.08643902439999,75.8485853659,34.5771707317,75.8485853659,47.832195121999995,71.6636097561,47.4833170732,82.1276097561
60,65.9606068966,40.8999724138,29.0555586207,38.5191724138,59.4127448276,41.7924413793,72.210537931,42.090372413800004,34.7102896552,39.4116413793,23.103558620700003,39.4116413793,59.1154758621,32.268579310300005,80.544,34.6500413793,38.2821517241,31.0781793103,15.9604965517,30.1857103448,46.9128827586,62.9236965517,56.734013793100004,86.4357517241,35.9006896552,85.8405517241,46.614951724099996,80.7810206897,45.722482758599995,95.3644137931
61,65.4343529412,36.8581647059,29.2611764706,36.2973490196,58.9847843137,37.6993882353,72.4448627451,38.260203921599995,35.9912156863,37.4189803922,21.9701960784,37.138572549,58.7043137255,27.324109803899997,78.6139607843,31.249945098,38.5148235294,27.324109803899997,16.0815686275,29.8478431373,49.188392156899994,50.1138823529,60.9474509804,74.1527843137,32.9066666667,74.1527843137,48.88972549020001,64.6192941176,46.646588235299994,83.6869019608
